partition,target_architecture,representation,router_seed,dataset,example_id,model_seed,selected_config,oracle_config,quality,retrieval_cost,total_cost,oracle_cost,oracle_regret,allocation_outcome,prefill_cost,prefill_latency_seconds,processed_token_layers,recomputed_query_tokens
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5adc93a4554299438c868e01,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,34.0,13.0,21.0,over_allocation,4.0,0.35370803833007813,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a8888e35542997e5c09a5f6,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.28125,10.28125,10.28125,0.0,under_allocation,4.0,0.3543518981933594,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a8888e35542997e5c09a5f6,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,29.28125,33.28125,18.28125,15.0,over_allocation,4.0,0.3543518981933594,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a8888e35542997e5c09a5f6,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H1_Bs4_Bkv4,0.0,7.0,11.0,18.28125,-7.28125,under_allocation,4.0,0.3543518981933594,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a8888e35542997e5c09a5f6,53,F2_R2_K4_H1_Bs4_Bkv4,F4_R4_K2_H0_Bs4_Bkv4,0.0,29.28125,33.28125,23.28125,10.0,under_allocation,4.0,0.3543518981933594,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a8888e35542997e5c09a5f6,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,29.28125,33.28125,18.28125,15.0,over_allocation,4.0,0.3543518981933594,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a8c8502554299585d9e36d0,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,33.171875,21.0,12.171875,under_allocation,4.0,0.35388775634765623,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a8c8502554299585d9e36d0,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.171875,33.171875,42.171875,-9.0,under_allocation,4.0,0.35388775634765623,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a8c8502554299585d9e36d0,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,33.171875,21.0,12.171875,under_allocation,4.0,0.35388775634765623,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a8c8502554299585d9e36d0,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,33.171875,21.0,12.171875,under_allocation,4.0,0.35388775634765623,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a8c8502554299585d9e36d0,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,29.171875,33.171875,11.0,22.171875,over_allocation,4.0,0.35388775634765623,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a80d6be55429938b6142206,11,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K4_H1_Bs8_Bkv8,1.0,45.015625,49.015625,32.015625,17.0,over_allocation,4.0,0.35382968139648435,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a80d6be55429938b6142206,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,33.015625,37.015625,-4.0,under_allocation,4.0,0.35382968139648435,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a80d6be55429938b6142206,37,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K8_H1_Bs8_Bkv8,1.0,45.015625,49.015625,37.015625,12.0,over_allocation,4.0,0.35382968139648435,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a80d6be55429938b6142206,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,33.015625,37.015625,-4.0,under_allocation,4.0,0.35382968139648435,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5a80d6be55429938b6142206,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,33.015625,37.015625,-4.0,under_allocation,4.0,0.35382968139648435,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5ab88c075542991b5579efbe,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K4_H1_Bs8_Bkv8,0.0,30.0,34.0,33.0,1.0,under_allocation,4.0,0.3530404357910156,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5ab88c075542991b5579efbe,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,34.0,21.0,13.0,under_allocation,4.0,0.3530404357910156,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5ab88c075542991b5579efbe,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,1.0,30.0,34.0,21.0,13.0,over_allocation,4.0,0.3530404357910156,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5ab88c075542991b5579efbe,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,34.0,13.0,21.0,over_allocation,4.0,0.3530404357910156,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,hotpotqa,5ab88c075542991b5579efbe,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,34.0,21.0,13.0,under_allocation,4.0,0.3530404357910156,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,11,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,59.859375,63.859375,7.0,56.859375,over_allocation,4.0,0.3538353881835937,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,29.859375,33.859375,10.859375,23.0,over_allocation,4.0,0.3538353881835937,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,10.859375,10.859375,0.0,under_allocation,4.0,0.3538353881835937,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.859375,33.859375,7.0,26.859375,over_allocation,4.0,0.3538353881835937,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.859375,33.859375,7.0,26.859375,over_allocation,4.0,0.3538353881835937,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,34.0,21.0,13.0,under_allocation,4.0,0.3537110595703125,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,11.0,7.0,4.0,matched,4.0,0.3537110595703125,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,37,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,59.5,63.5,7.0,56.5,over_allocation,4.0,0.3537110595703125,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,11.0,7.0,4.0,matched,4.0,0.3537110595703125,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,11.0,7.0,4.0,matched,4.0,0.3537110595703125,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,7.0,11.0,7.0,4.0,matched,4.0,0.3537743530273437,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,7.0,11.0,11.0,0.0,matched,4.0,0.3537743530273437,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,7.0,11.0,7.0,4.0,matched,4.0,0.3537743530273437,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,11.0,21.0,-10.0,matched,4.0,0.3537743530273437,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,7.0,11.0,7.0,4.0,matched,4.0,0.3537743530273437,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.671875,33.671875,7.0,26.671875,over_allocation,4.0,0.3535091552734375,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,11.0,7.0,4.0,matched,4.0,0.3535091552734375,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,11.0,7.0,4.0,matched,4.0,0.3535091552734375,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,29.671875,33.671875,11.0,22.671875,over_allocation,4.0,0.3535091552734375,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,11.0,7.0,4.0,matched,4.0,0.3535091552734375,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,11,F2_R2_K4_H1_Bs4_Bkv4,F2_R2_K2_H0_Bs2_Bkv2,1.0,30.0,34.0,12.0,22.0,over_allocation,4.0,0.3530620727539063,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,30.0,34.0,7.0,27.0,over_allocation,4.0,0.3530620727539063,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,30.0,34.0,7.0,27.0,over_allocation,4.0,0.3530620727539063,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,11.0,7.0,4.0,matched,4.0,0.3530620727539063,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,30.0,34.0,7.0,27.0,over_allocation,4.0,0.3530620727539063,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K4_H1_Bs8_Bkv8,0.0,7.0,11.0,45.0,-34.0,under_allocation,4.0,0.35365179443359374,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,11.0,7.0,4.0,matched,4.0,0.35365179443359374,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,11.0,19.15625,-8.15625,under_allocation,4.0,0.35365179443359374,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,11.0,7.0,4.0,matched,4.0,0.35365179443359374,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,21,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,7.0,11.0,11.0,0.0,under_allocation,4.0,0.35365179443359374,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5ab2b863554299295394685a,11,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,49.890625,7.0,42.890625,over_allocation,4.0,0.35352288818359373,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5ab2b863554299295394685a,23,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,49.890625,7.0,42.890625,over_allocation,4.0,0.35352288818359373,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5ab2b863554299295394685a,37,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,49.890625,7.0,42.890625,over_allocation,4.0,0.35352288818359373,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5ab2b863554299295394685a,53,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,49.890625,7.0,42.890625,over_allocation,4.0,0.35352288818359373,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5ab2b863554299295394685a,71,F4_R4_K8_H3_Bs8_Bkv8,F1_R2_K2_H0_Bs2_Bkv2,1.0,45.890625,49.890625,11.0,38.890625,over_allocation,4.0,0.35352288818359373,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a710a915542994082a3e504,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.0,32.0,19.0,13.0,over_allocation,4.0,0.35400320434570315,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a710a915542994082a3e504,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,28.0,32.0,21.0,11.0,under_allocation,4.0,0.35400320434570315,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a710a915542994082a3e504,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.0,32.0,19.0,13.0,over_allocation,4.0,0.35400320434570315,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a710a915542994082a3e504,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.0,32.0,19.0,13.0,over_allocation,4.0,0.35400320434570315,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a710a915542994082a3e504,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,1.0,28.0,32.0,19.0,13.0,over_allocation,4.0,0.35400320434570315,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5adc93a4554299438c868e01,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,34.0,13.0,21.0,over_allocation,4.0,0.35370803833007813,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5adc93a4554299438c868e01,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.703125,32.703125,17.703125,15.0,over_allocation,4.0,0.35370803833007813,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5adc93a4554299438c868e01,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,34.0,13.0,21.0,over_allocation,4.0,0.35370803833007813,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5adc93a4554299438c868e01,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,34.0,13.0,21.0,over_allocation,4.0,0.35370803833007813,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5adc93a4554299438c868e01,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,34.0,13.0,21.0,over_allocation,4.0,0.35370803833007813,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a8888e35542997e5c09a5f6,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,29.28125,33.28125,10.28125,23.0,over_allocation,4.0,0.3543518981933594,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a8888e35542997e5c09a5f6,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,29.28125,33.28125,18.28125,15.0,over_allocation,4.0,0.3543518981933594,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a8888e35542997e5c09a5f6,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,29.28125,33.28125,18.28125,15.0,over_allocation,4.0,0.3543518981933594,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a8888e35542997e5c09a5f6,53,F2_R2_K4_H1_Bs4_Bkv4,F4_R4_K2_H0_Bs4_Bkv4,0.0,29.28125,33.28125,23.28125,10.0,under_allocation,4.0,0.3543518981933594,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a8888e35542997e5c09a5f6,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,29.28125,33.28125,18.28125,15.0,over_allocation,4.0,0.3543518981933594,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a8c8502554299585d9e36d0,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,33.171875,21.0,12.171875,under_allocation,4.0,0.35388775634765623,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a8c8502554299585d9e36d0,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.171875,33.171875,42.171875,-9.0,under_allocation,4.0,0.35388775634765623,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a8c8502554299585d9e36d0,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,33.171875,21.0,12.171875,under_allocation,4.0,0.35388775634765623,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a8c8502554299585d9e36d0,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,33.171875,21.0,12.171875,under_allocation,4.0,0.35388775634765623,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a8c8502554299585d9e36d0,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,29.171875,33.171875,11.0,22.171875,over_allocation,4.0,0.35388775634765623,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a80d6be55429938b6142206,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K4_H1_Bs8_Bkv8,0.0,29.015625,33.015625,32.015625,1.0,under_allocation,4.0,0.35382968139648435,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a80d6be55429938b6142206,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,33.015625,37.015625,-4.0,under_allocation,4.0,0.35382968139648435,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a80d6be55429938b6142206,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,33.015625,37.015625,-4.0,under_allocation,4.0,0.35382968139648435,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a80d6be55429938b6142206,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,33.015625,37.015625,-4.0,under_allocation,4.0,0.35382968139648435,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5a80d6be55429938b6142206,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,33.015625,37.015625,-4.0,under_allocation,4.0,0.35382968139648435,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5ab88c075542991b5579efbe,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K4_H1_Bs8_Bkv8,0.0,30.0,34.0,33.0,1.0,under_allocation,4.0,0.3530404357910156,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5ab88c075542991b5579efbe,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,34.0,21.0,13.0,under_allocation,4.0,0.3530404357910156,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5ab88c075542991b5579efbe,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,1.0,30.0,34.0,21.0,13.0,over_allocation,4.0,0.3530404357910156,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5ab88c075542991b5579efbe,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,34.0,13.0,21.0,over_allocation,4.0,0.3530404357910156,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,hotpotqa,5ab88c075542991b5579efbe,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,34.0,21.0,13.0,under_allocation,4.0,0.3530404357910156,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,11.0,7.0,4.0,matched,4.0,0.3538353881835937,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,10.859375,10.859375,0.0,under_allocation,4.0,0.3538353881835937,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,10.859375,10.859375,0.0,under_allocation,4.0,0.3538353881835937,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.859375,33.859375,7.0,26.859375,over_allocation,4.0,0.3538353881835937,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.859375,33.859375,7.0,26.859375,over_allocation,4.0,0.3538353881835937,7168,256
test,global_frozen_profile,S8_context_hidden_l28_mean,42,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,34.0,21.0,13.0,under_allocation,4.0,0.3537110595703125,7168,256
